,loss,DSC,SEN,PPV,val_loss,val_DSC,val_SEN,val_PPV
0,0.8845627703399301,0.11178336513585577,0.12798035799342894,0.20455285614338992,0.8955187643015826,0.10437986972155394,0.1481329375119121,0.11628642250542287
1,0.831501544914513,0.16947633184701483,0.18639779099585296,0.16989989108710646,0.8366809730176572,0.16344705362010886,0.20955531657845886,0.17979227503140768
2,0.7968378924877844,0.20371722238503884,0.2174375043990456,0.20436614316618332,0.8008122576607598,0.19929894749765042,0.24114892024684836,0.205796392151603
3,0.7799933976102098,0.2204534511003539,0.2348951105480996,0.2206446841080612,0.7683423691325717,0.2321240225875819,0.27141459893297265,0.2546579901266981
4,0.7605947328505115,0.23976917470866274,0.25291283936979614,0.2420748139722882,0.7647169629732767,0.23529206851014384,0.28389512306010284,0.24350870924967308
5,0.7403888869508405,0.25986510226241893,0.2614975440724988,0.27515730240913194,0.7475516729884677,0.25262152762324724,0.2585399120494171,0.3516497374684722
6,0.7313168101778654,0.268901346860645,0.26506335880154763,0.29148496307920074,0.7247381762222007,0.27532698765948965,0.30634065220753354,0.3143026969499058
7,0.723551123359493,0.27658061223609426,0.2701938602655569,0.3012454906635195,0.7286017404662238,0.27151799477912764,0.29971653002279774,0.30082102920170184
8,0.7113586419096617,0.2887851921754463,0.27829294860641535,0.31874400807248654,0.7132021519872878,0.286926527818044,0.30254868004057145,0.34231179179968657
9,0.6933619506726755,0.30679312177768375,0.2938646329479797,0.3407378688315365,0.6787721779611375,0.321315330211763,0.33989255130290985,0.3720050117483846
10,0.6923136591354263,0.3078689037987562,0.29858698692416474,0.3353246415956555,0.6810348276738767,0.31922297952351747,0.34559312021290817,0.3565817685038955
11,0.6826794410698882,0.31745483778486744,0.31012029159013355,0.34109290664858904,0.6993624788743479,0.3007779789191705,0.3335269308752484,0.32889821739108477
12,0.6632613662247345,0.33694997482071415,0.3358534625339731,0.3512241255805314,0.6675945266529366,0.3330317023727629,0.350913373960389,0.3847504214004234
13,0.6518732954129994,0.34832800816849013,0.3475389027289141,0.3616379705544944,0.6169265144401126,0.3831067504706206,0.4183252536588245,0.4103157514775241
14,0.6284402555951448,0.37178831157561776,0.374415385110356,0.38179112190955156,0.6421456844718368,0.35789797648235605,0.3941779296707224,0.37817625591048487
15,0.6187869973271807,0.38143391071635985,0.38084159558203734,0.3949137401775779,0.6090670801975109,0.3910594113447048,0.4478359387980567,0.39145519336064655
16,0.6021913379152245,0.3979881297901412,0.39809268497139494,0.4121185786256166,0.5870092897503464,0.41297282499295696,0.4525886465001989,0.4314414417302167
17,0.5865915254733273,0.4136226944555746,0.4153386502065391,0.4274047883314507,0.5699208400867604,0.4301956483611354,0.47349195568649854,0.4402036523377454
18,0.5757075848980485,0.4245059903815528,0.42325380172963456,0.4417684495309803,0.5643722326667221,0.4356804479051519,0.44758408047534803,0.4904607832431793
19,0.570489794433674,0.42967546250775596,0.4281156455802026,0.44494256230993806,0.5630344803686496,0.437059983059212,0.4784589983798839,0.4443713923295339
20,0.5529715324116644,0.4472214847663853,0.4398858684384934,0.4692109350428403,0.5562765686600296,0.4437621710477052,0.4799449410703447,0.457953585518731
21,0.5412670392020841,0.45893536710014965,0.4499402282254718,0.48278027765940285,0.511479526758194,0.4885880604938225,0.5191851611490603,0.5090752663435759
22,0.5365121896578887,0.46370022200813915,0.45530106955878086,0.48611915139394385,0.53508652360351,0.46505163499602564,0.4841636728357386,0.5076394533669507
23,0.5192217953572763,0.4809538474149793,0.4725761584867941,0.5035986198443119,0.5164094765981039,0.48368152424141214,0.5342664122581482,0.48527942653055545
24,0.5103148283245408,0.48981937146353943,0.48395299465856817,0.5095595917969107,0.5279032565929271,0.4722531349570663,0.48638775172056975,0.5205521086851755
25,0.5008241371295162,0.4993362630082068,0.4923076445811263,0.5214538166177607,0.5199774735503726,0.48008445567554897,0.5069205551235764,0.5105338416717671
26,0.4966960801420925,0.5034588223027292,0.49525090536781563,0.5260852648415298,0.494996240845433,0.5050885335162834,0.5305747809233489,0.5407283339235518
27,0.49016602810855225,0.5100253939489338,0.5043682896088217,0.5289841580474488,0.495923701259825,0.504175168496591,0.5307364783905171,0.5256936472875101
28,0.488506743005503,0.5116536835922258,0.5032991209876871,0.5343075277649354,0.4821583076759621,0.5179318057166206,0.5504929677203849,0.5341414213180542
29,0.47570263225341514,0.5244474525902872,0.5163413212399617,0.5461726990119319,0.49634219650869016,0.5037264205791332,0.5425318843788571,0.5159652895397611
30,0.4691813877809828,0.5309860464011398,0.5215095021178789,0.5555323930544274,0.49882471009537027,0.5012102193302579,0.5517864712962398,0.5036402112907834
31,0.4622625772641084,0.5379061317332438,0.5303949677498541,0.5581364939424479,0.46470748715930515,0.5353902799111826,0.5613677258844729,0.5611353549692366
32,0.4694583867197839,0.5306673322882608,0.5207565511777023,0.554490843665934,0.47887680486396506,0.5212454972443757,0.5469004268999453,0.54525394682531
33,0.46229516220427,0.5378831601309999,0.5290689471169053,0.5597350799313215,0.4752213038780071,0.5249699155489603,0.5523043848850109,0.5506927867730459
34,0.4539845485553563,0.546200633083827,0.5386444590289459,0.5667043186933081,0.4660273492336273,0.5340263523437359,0.5731649277386842,0.543766729257725
35,0.4412357062101364,0.558917838279332,0.5487986007862002,0.5818586093243038,0.4644099705749088,0.5356188471670504,0.5650698553632807,0.5598065820005205
36,0.43323771460591076,0.5669463925829558,0.5588297731129923,0.5879475108095419,0.4863489766915639,0.5136915588820422,0.5661136044396294,0.5166136302329876
37,0.4225071444411144,0.5776711898707898,0.5695011217460454,0.5979350365210916,0.45220612375824537,0.5478888441015173,0.5835712265085291,0.5759029852019416
38,0.426923068396956,0.5732263509079675,0.5654600903252575,0.5933917806805852,0.43014336184219076,0.5699271570753168,0.5925847744500196,0.5972001960983983
39,0.4175539259737897,0.5826170461200108,0.57625682275986,0.6003550122552943,0.42804591744034376,0.5719679097334543,0.587524421789028,0.6099607348442078
40,0.40583856563980336,0.5943298292494266,0.5894394269056409,0.6103546516360524,0.43046179193037526,0.5696154016035574,0.5930712951554192,0.5986417565080855
41,0.39733187889105803,0.6028285348248259,0.5962136935129344,0.6210935080998412,0.42021862555433204,0.5798276287538034,0.615744725421623,0.5935518542925516
42,0.38861169004551716,0.6115673493559115,0.6046491149708489,0.6290670934124528,0.3934304957036619,0.6066656410694122,0.6313119530677795,0.6323511070675321
43,0.38377096949615214,0.6163902764565476,0.60939189513153,0.6344554172219518,0.41668010089132523,0.5833969579802619,0.6209078166219923,0.5965877694112284
44,0.376156369520125,0.624029893462903,0.6165571051223255,0.6418543999718729,0.39075617271441,0.6092462694203412,0.626189641378544,0.6418365858219288
45,0.3711354112792238,0.6290250738090444,0.6239191850769186,0.6446005676951364,0.4277043199097669,0.5723232350967549,0.6226101848814223,0.5742453546435745
46,0.3715783519165538,0.6285541185708804,0.6248670611704621,0.642781370154051,0.4066470110857928,0.5933993370444687,0.6337170048996255,0.6013794740041097
47,0.36368155952925996,0.6364630836749745,0.6325570934008216,0.650677738345672,0.3867063108417723,0.6133212601697003,0.643709843909299,0.6303152441978455
48,0.3546907123979007,0.6454628005484554,0.6426501374378383,0.6579237473066722,0.3803246247547644,0.61977908677525,0.6582033192669904,0.6282641644831057
49,0.3475924642565094,0.652532130758339,0.6518489027691778,0.6627836028270633,0.48637336161401534,0.5136710637145572,0.5671631462044187,0.558263381322225
50,0.34970250238324996,0.6504646737441838,0.6458005192123841,0.6649444388730503,0.3796522849135929,0.62036340324967,0.6595500420641016,0.6277219542750606
51,0.34204876938155876,0.6580988259237504,0.6572876516903672,0.6680602172267771,0.36820640718495407,0.6318568234090451,0.6714970072110494,0.6385062844664963
